Shipper,Origin Subdistrict,Origin City,Destination Subdistrict,Destination City,Transporter Pricing,Status,Shipment Type,Distance
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,782,500",completed,w2w,73.162
SHP-0006,Cikarang Barat,Bekasi,Bekasi Barat,Bekasi,"1,200,100",completed,mt,22
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,505,000",completed,gt,715
SHP-0006,Cikarang Barat,Bekasi,Rancasari,Bandung,"3,137,800",completed,mt,130.314
SHP-0006,Cikarang Barat,Bekasi,Rancasari,Bandung,"3,144,100",completed,mt,130.314
SHP-0006,Cikarang Barat,Bekasi,Bekasi Barat,Bekasi,"1,229,900",completed,mt,22
SHP-0023,Klari,Karawang,Mlati,Sleman,"5,288,800",completed,gt,487
SHP-0006,Cikarang Barat,Bekasi,Rancasari,Bandung,"2,670,200",completed,mt,130.314
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,619,900",completed,mt,64
SHP-0011,Tarumajaya,Bekasi,Ngaliyan,Semarang,"4,248,700",completed,w2w,436
SHP-0011,Tarumajaya,Bekasi,Ngaliyan,Semarang,"4,255,200",completed,w2w,436
SHP-0008,Cikarang Utara,Bekasi,Manyar,Gresik,"7,037,200",completed,w2w,773
SHP-0014,Pulo Gadung,Jakarta Timur,Banjaran,Bandung,"2,697,100",completed,mt,160
SHP-0004,Cileungsi,Bogor,Koja,Jakarta Utara,"1,913,800",completed,w2w,41
SHP-0004,Cileungsi,Bogor,Koja,Jakarta Utara,"1,941,100",completed,w2w,41
SHP-0004,Purwakarta,Cilegon,Pabean Cantikan,Surabaya,"7,720,700",completed,w2w,890
SHP-0023,Klari,Karawang,Mlati,Sleman,"4,842,000",completed,gt,487
SHP-0038,Batuceper,Tangerang,Pandaan,Pasuruan,"6,617,900",completed,w2w,840
SHP-0016,Cikarang Barat,Bekasi,Juwana,Pati,"5,443,400",completed,mt,507
SHP-0038,Batuceper,Tangerang,Pandaan,Pasuruan,"6,612,700",completed,w2w,840
SHP-0016,Cikarang Barat,Bekasi,Borobudur,Magelang,"5,420,300",completed,mt,501.226
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"5,284,100",completed,w2w,556
SHP-0006,Cikarang Barat,Bekasi,Bekasi Barat,Bekasi,"1,215,700",completed,mt,22
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"7,152,400",completed,w2w,794
SHP-0026,Karawaci,Tangerang,Plemahan,Kediri,"6,850,600",completed,w2w,747
SHP-0022,Cikande,Serang,Karawaci,Tangerang,"1,938,000",completed,gt,42
SHP-0022,Cikande,Serang,Regol,Bandung,"3,678,400",completed,gt,216
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,854,800",completed,gt,91
SHP-0022,Cikande,Serang,Tarumajaya,Bekasi,"2,873,300",completed,gt,94
SHP-0022,Cikande,Serang,Pondok Aren,Tangerang Selatan,"2,540,000",completed,gt,55
SHP-0022,Prigen,Pasuruan,Penjaringan,Jakarta Utara,"6,925,900",completed,w2w,828
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,070,900",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,077,800",completed,w2w,445
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,223,400",completed,w2w,764
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,531,700",completed,w2w,848.499
SHP-0035,Gresik,Gresik,Penjaringan,Jakarta Utara,"7,207,500",completed,w2w,807
SHP-0022,Prigen,Pasuruan,Tarumajaya,Bekasi,"7,277,600",completed,w2w,813
SHP-0035,Gresik,Gresik,Penjaringan,Jakarta Utara,"7,209,000",completed,w2w,807
SHP-0003,Bangil,Pasuruan,Klari,Karawang,"6,906,700",completed,w2w,752
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,551,500",completed,w2w,848.499
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,262,300",completed,w2w,812
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,157,200",completed,w2w,814
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,048,300",completed,w2w,445
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,803,000",completed,w2w,73.162
SHP-0044,Balaraja,Tangerang,Gempol,Pasuruan,"7,447,500",completed,w2w,846
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,803,300",completed,w2w,73.162
SHP-0011,Tarumajaya,Bekasi,Krian,Sidoarjo,"7,005,300",completed,w2w,766
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,803,900",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,505,800",completed,w2w,694
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,048,700",completed,w2w,445
SHP-0031,Babakan Madang,Bogor,Gununganyar,Surabaya,"7,275,200",completed,w2w,814
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,678,700",completed,w2w,549
SHP-0017,Cikarang Utara,Bekasi,Serengan,Surakarta,"4,579,000",completed,mt,498.398
SHP-0019,Curug,Tangerang,Medan Satria,Bekasi,"2,276,000",completed,w2w,67
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,805,400",completed,w2w,764
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,078,700",completed,w2w,445
SHP-0046,Semarang Barat,Semarang,Jetis,Mojokerto,"4,286,400",completed,w2w,321
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"6,545,200",completed,w2w,694
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,528,600",completed,gt,715
SHP-0009,Ngaliyan,Semarang,Benowo,Surabaya,"4,481,500",completed,w2w,351
SHP-0043,Cakung,Jakarta Timur,Cilongok,Banyumas,"4,396,200",completed,w2w,337
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,122,500",completed,w2w,848.499
SHP-0022,Prigen,Pasuruan,Kemang,Bogor,"7,533,100",completed,w2w,854
SHP-0023,Klari,Karawang,Waru,Sidoarjo,"6,234,800",completed,gt,714
SHP-0016,Cikarang Barat,Bekasi,Panyileukan,Bandung,"2,708,800",completed,w2w,134
SHP-0016,Cikarang Barat,Bekasi,Tenggilis Mejoyo,Surabaya,"6,448,200",completed,w2w,746
SHP-0016,Cikarang Barat,Bekasi,Tenggilis Mejoyo,Surabaya,"6,877,300",completed,w2w,746
SHP-0038,Batuceper,Tangerang,Dukuhwaru,Tegal,"4,359,300",completed,w2w,328
SHP-0016,Cikarang Barat,Bekasi,Plered,Cirebon,"3,008,900",completed,w2w,178
SHP-0038,Batuceper,Tangerang,Kudus Kota,Kudus,"5,520,300",completed,w2w,524
SHP-0038,Batuceper,Tangerang,Kartasura,Sukoharjo,"5,166,700",completed,w2w,549
SHP-0038,Batuceper,Tangerang,Purworejo,Purworejo,"2,295,100",completed,w2w,583
SHP-0028,Cikarang Utara,Bekasi,Cilegon,Cilegon,"3,199,100",completed,mt,143
SHP-0038,Batuceper,Tangerang,Wangon,Banyumas,"4,643,500",completed,w2w,378
SHP-0004,Cileungsi,Bogor,Buduran,Sidoarjo,"7,023,800",completed,w2w,771
SHP-0038,Batuceper,Tangerang,Purwokerto Barat,Banyumas,"3,948,300",completed,w2w,378
SHP-0038,Batuceper,Tangerang,Purworejo,Purworejo,"5,903,300",completed,w2w,583
SHP-0038,Batuceper,Tangerang,Ngaliyan,Semarang,"5,141,700",completed,w2w,456
SHP-0038,Batuceper,Tangerang,Ngaliyan,Semarang,"4,256,900",completed,w2w,456
SHP-0038,Batuceper,Tangerang,Kudus Kota,Kudus,"4,522,600",completed,w2w,524
SHP-0038,Batuceper,Tangerang,Purwokerto Barat,Banyumas,"4,653,500",completed,w2w,378
SHP-0047,Cikarang Barat,Bekasi,Mangkubumi,Tasikmalaya,"3,203,300",completed,w2w,227
SHP-0046,Ngaliyan,Semarang,Karawaci,Tangerang,"5,128,400",completed,w2w,458
SHP-0007,Margorejo,Pati,Pameungpeuk,Bandung,"5,527,800",completed,w2w,524
SHP-0046,Ngaliyan,Semarang,Karawaci,Tangerang,"5,133,300",completed,w2w,458
SHP-0047,Cikarang Barat,Bekasi,Mangkubumi,Tasikmalaya,"3,179,000",completed,w2w,227
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,100,500",completed,w2w,694
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"7,164,400",completed,w2w,794
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,027,500",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,042,800",completed,w2w,777
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,778,700",completed,w2w,76
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"488,300",completed,w2w,73.162
SHP-0022,Cikande,Serang,Kemang,Bogor,"3,222,200",completed,gt,80
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,742,100",completed,w2w,76
SHP-0022,Cikande,Serang,Telukjambe Timur,Karawang,"3,072,800",completed,gt,123
SHP-0009,Driyorejo,Gresik,Soreang,Bandung,"6,946,300",completed,w2w,763
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,783,300",completed,w2w,73.162
SHP-0035,Manyar,Gresik,Cikarang Barat,Bekasi,"7,072,800",completed,w2w,779
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,778,800",completed,w2w,76
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,043,800",completed,w2w,777
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,865,600",completed,gt,91
SHP-0022,Cikande,Serang,Regol,Bandung,"3,693,300",completed,gt,216
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,733,600",completed,w2w,722
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,256,900",completed,w2w,73.162
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,499,100",completed,w2w,518
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,746,700",completed,w2w,76
SHP-0026,Curug,Tangerang,Waru,Sidoarjo,"7,605,600",completed,w2w,809
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,531,100",completed,w2w,848.499
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,552,200",completed,w2w,848.499
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,502,900",completed,w2w,814
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"7,165,000",completed,w2w,798
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,035,900",completed,w2w,777
SHP-0003,Bangil,Pasuruan,Klari,Karawang,"6,453,800",completed,w2w,752
SHP-0047,Cikarang Barat,Bekasi,Purwodadi,Grobogan,"5,247,500",completed,w2w,477.7
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,891,500",completed,gt,91
SHP-0004,Cileungsi,Bogor,Buduran,Sidoarjo,"6,557,800",completed,w2w,771
SHP-0004,Cileungsi,Bogor,Buduran,Sidoarjo,"6,996,200",completed,w2w,771
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,617,900",completed,w2w,777
SHP-0007,Margorejo,Pati,Ciamis,Ciamis,"4,391,600",completed,w2w,402
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,005,100",completed,w2w,777
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"7,196,900",completed,w2w,798
SHP-0007,Margorejo,Pati,Widasari,Indramayu,"4,510,000",completed,w2w,354
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,029,700",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,033,300",completed,w2w,777
SHP-0018,Leksono,Wonosobo,Rembang,Rembang,"3,873,900",completed,w2w,244.412
SHP-0018,Leksono,Wonosobo,Blora kota,Blora,"4,194,200",completed,w2w,303.919
SHP-0018,Leksono,Wonosobo,Rembang,Rembang,"3,842,700",completed,w2w,244.412
SHP-0018,Leksono,Wonosobo,Jepara,Jepara,"3,162,500",completed,w2w,203.421
SHP-0018,Leksono,Wonosobo,Blora kota,Blora,"4,192,300",completed,w2w,303.919
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,048,300",completed,w2w,847
SHP-0026,Karawaci,Tangerang,Plemahan,Kediri,"6,425,100",completed,w2w,747
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,042,400",completed,w2w,445
SHP-0022,Cikande,Serang,Kemang,Bogor,"2,760,500",completed,gt,80
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,817,000",completed,w2w,764
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,800,300",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,099,600",completed,w2w,694
SHP-0022,Cikande,Serang,Labuan,Pandeglang,"2,810,100",completed,gt,85
SHP-0022,Prigen,Pasuruan,Karawaci,Tangerang,"7,440,100",completed,w2w,845
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,662,300",completed,w2w,549
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,809,800",completed,w2w,73.162
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"495,600",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,801,600",completed,w2w,764
SHP-0038,Peterongan,Jombang,Kartasura,Sukoharjo,"3,601,800",completed,w2w,205
SHP-0025,Rungkut,Surabaya,Ngasem,Kediri,"2,608,900",completed,w2w,120
SHP-0003,Klari,Karawang,Cibogo,Subang,"2,628,900",completed,gt,65
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,827,700",completed,w2w,814
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"494,300",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,528,600",completed,w2w,694
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"7,177,900",completed,w2w,798
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,494,700",completed,w2w,694
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,733,300",completed,w2w,722
SHP-0017,Cikarang Utara,Bekasi,Karangpilang,Surabaya,"5,788,000",completed,mt,735.686
SHP-0022,Cikande,Serang,Regol,Bandung,"3,678,900",completed,gt,216
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,259,600",completed,w2w,812
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,044,900",completed,w2w,777
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,700,900",completed,w2w,549
SHP-0022,Prigen,Pasuruan,Kemang,Bogor,"7,095,700",completed,w2w,854
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,773,800",completed,w2w,76
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,751,000",completed,w2w,76
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,271,900",completed,w2w,814
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,515,200",completed,w2w,694
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,054,800",completed,w2w,777
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,428,900",completed,gt,91
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"496,600",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,763,600",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,493,100",completed,w2w,694
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,773,500",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,816,900",completed,w2w,764
SHP-0042,Sukaraja,Bogor,Sedati,Sidoarjo,"6,180,200",completed,w2w,819
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,213,500",completed,w2w,764
SHP-0019,Curug,Tangerang,Medan Satria,Bekasi,"2,123,100",completed,w2w,67
SHP-0007,Margorejo,Pati,Karawang Barat,Karawang,"5,192,800",completed,w2w,466
SHP-0003,Klari,Karawang,Panyileukan,Bandung,"2,541,900",completed,gt,104
SHP-0012,Cikarang,Bekasi,Pati,Pati,"5,284,300",completed,w2w,490
SHP-0012,Cikarang,Bekasi,Rancaekek,Bandung,"3,156,400",completed,w2w,136
SHP-0004,Grogol,Sukoharjo,Banjaran,Bandung,"2,134,000",completed,w2w,540
SHP-0002,Bawen,Semarang,Cikarang Barat,Bekasi,"4,602,900",completed,w2w,442
SHP-0002,Bawen,Semarang,Cikarang Barat,Bekasi,"5,039,800",completed,w2w,442
SHP-0002,Bawen,Semarang,Cikarang Barat,Bekasi,"5,031,800",completed,w2w,442
SHP-0004,Cileungsi,Bogor,Buduran,Sidoarjo,"7,034,500",completed,w2w,771
SHP-0004,Cileungsi,Bogor,Koja,Jakarta Utara,"1,910,100",completed,w2w,41
SHP-0006,Cikarang Barat,Bekasi,Tambelang,Bekasi,"1,264,500",completed,mt,22.828
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,092,700",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Tarumajaya,Bekasi,"1,886,400",completed,mt,34
SHP-0006,Cikarang Barat,Bekasi,Parung,Bogor,"2,229,600",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,629,500",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Pademangan,Jakarta Utara,"2,479,900",completed,mt,48
SHP-0006,Cikarang Barat,Bekasi,Curug,Tangerang,"2,679,400",completed,mt,71
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"704,200",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Pademangan,Jakarta Utara,"2,483,000",completed,mt,48
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,111,300",completed,mt,64
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"6,752,800",completed,w2w,802
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"7,183,700",completed,w2w,802
SHP-0023,Klari,Karawang,Sumber Sari,Jember,"7,758,000",completed,gt,893
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"7,214,700",completed,w2w,802
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,472,500",completed,w2w,847
SHP-0038,Batuceper,Tangerang,Pandaan,Pasuruan,"7,438,800",completed,w2w,840
SHP-0038,Batuceper,Tangerang,Tenggilis Mejoyo,Surabaya,"6,131,900",completed,w2w,803
SHP-0038,Batuceper,Tangerang,Tenggilis Mejoyo,Surabaya,"3,222,200",completed,w2w,803
SHP-0031,Babakan Madang,Bogor,Karangpilang,Surabaya,"6,771,100",completed,w2w,802
SHP-0003,Klari,Karawang,Arjasari,Bandung,"2,557,800",completed,gt,110
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,853,700",completed,gt,91
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,847,600",completed,w2w,814
SHP-0022,Cikande,Serang,Telukjambe Timur,Karawang,"3,092,100",completed,gt,123
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,803,200",completed,w2w,73.162
SHP-0002,Bawen,Semarang,Cikarang Barat,Bekasi,"5,028,500",completed,w2w,442
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,765,400",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,090,000",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,749,600",completed,w2w,76
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,804,000",completed,w2w,73.162
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,175,800",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,746,400",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,989,600",completed,w2w,764
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,096,900",completed,w2w,764
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,752,000",completed,w2w,76
SHP-0022,Prigen,Pasuruan,Tarumajaya,Bekasi,"6,830,800",completed,w2w,813
SHP-0022,Prigen,Pasuruan,Kemang,Bogor,"7,532,000",completed,w2w,854
SHP-0038,Peterongan,Jombang,Batuceper,Tangerang,"6,817,100",completed,w2w,735
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,411,700",completed,w2w,814
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,527,700",completed,w2w,848.499
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"6,753,800",completed,w2w,798
SHP-0044,Balaraja,Tangerang,Ngoro,Mojokerto,"7,267,300",completed,w2w,812
SHP-0039,Masaran,Sragen,Karawaci,Tangerang,"5,856,200",completed,w2w,575.293
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,858,800",completed,w2w,814
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"2,198,000",completed,w2w,549
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,099,300",completed,w2w,694
SHP-0022,Prigen,Pasuruan,Karawaci,Tangerang,"7,448,300",completed,w2w,845
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,279,400",completed,w2w,812
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,117,300",completed,w2w,764
SHP-0009,Ngajung (Ngajum),Malang,Balaraja,Tangerang,"7,877,800",completed,w2w,918
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,787,000",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,108,800",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,762,600",completed,w2w,76
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,794,800",completed,w2w,73.162
SHP-0012,Kalasan,Sleman,Driyorejo,Gresik,"4,146,400",completed,w2w,296
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,508,800",completed,w2w,694
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,810,000",completed,w2w,73.162
SHP-0001,Cikarang Selatan,Bekasi,Beji,Pasuruan,"6,967,600",completed,w2w,767
SHP-0019,Curug,Tangerang,Medan Satria,Bekasi,"2,656,100",completed,w2w,67
SHP-0022,Cikande,Serang,Regol,Bandung,"3,693,400",completed,gt,216
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,484,200",completed,w2w,518
SHP-0006,Cikarang Barat,Bekasi,Tambelang,Bekasi,"1,274,700",completed,mt,22.828
SHP-0006,Cikarang Barat,Bekasi,Tambelang,Bekasi,"1,084,600",completed,mt,22.828
SHP-0006,Cikarang Barat,Bekasi,Kelapa Gading,Jakarta Utara,"2,318,900",completed,mt,42
SHP-0020,Kalideres,Jakarta Barat,Ngoro,Mojokerto,"6,703,900",completed,w2w,789
SHP-0039,Masaran,Sragen,Kemang,Bogor,"5,009,100",completed,w2w,584.873
SHP-0006,Cikarang Barat,Bekasi,Rancasari,Bandung,"2,706,100",completed,mt,130.314
SHP-0018,Leksono,Wonosobo,Jepara,Jepara,"3,065,400",completed,w2w,203.421
SHP-0008,Cikarang Utara,Bekasi,Manyar,Gresik,"7,017,100",completed,w2w,773
SHP-0008,Cikarang Utara,Bekasi,Manyar,Gresik,"2,954,400",completed,w2w,773
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,059,300",completed,w2w,777
SHP-0004,Katapang,Bandung,Tanjung Priok,Jakarta Utara,"3,345,400",completed,w2w,164
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,598,500",completed,w2w,777
SHP-0002,Cimanggung,Sumedang,Bawen,Semarang,"4,715,300",completed,w2w,390
SHP-0006,Cikarang Barat,Bekasi,Rancasari,Bandung,"2,707,000",completed,mt,130.314
SHP-0023,Klari,Karawang,Jaten,Karanganyar,"5,271,100",completed,gt,484
SHP-0023,Klari,Karawang,Sidomukti,Salatiga,"4,903,600",completed,mt,419
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"7,190,200",completed,w2w,802
SHP-0002,Cikarang Barat,Bekasi,Gempol,Pasuruan,"7,012,000",completed,w2w,770
SHP-0002,Cikarang Barat,Bekasi,Gempol,Pasuruan,"7,011,500",completed,w2w,770
SHP-0002,Cikarang Barat,Bekasi,Gempol,Pasuruan,"7,010,200",completed,w2w,770
SHP-0011,Cikarang Pusat,Bekasi,Tandes,Surabaya,"6,816,200",completed,w2w,740
SHP-0002,Cikarang Barat,Bekasi,Gempol,Pasuruan,"6,262,600",completed,w2w,770
SHP-0003,Gununganyar,Surabaya,Tandes,Surabaya,"1,307,800",completed,w2w,29
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,130,300",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Ciracas,Jakarta Timur,"1,544,300",completed,mt,35
SHP-0017,Cikarang Barat,Bekasi,Cikarang Utara,Bekasi,"782,700",completed,mt,17
SHP-0011,Telukjambe Timur,Karawang,Cengkareng,Jakarta Barat,"2,354,500",completed,w2w,78
SHP-0011,Telukjambe Timur,Karawang,Cengkareng,Jakarta Barat,"2,733,500",completed,w2w,78
SHP-0038,Peterongan,Jombang,Batuceper,Tangerang,"6,092,900",completed,w2w,735
SHP-0017,Cikarang Utara,Bekasi,Gedangan,Sidoarjo,"5,805,900",completed,mt,744
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"6,751,900",completed,w2w,798
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,802,200",completed,w2w,73.162
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,766,300",completed,w2w,76
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,777,600",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,111,700",completed,w2w,764
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,504,800",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,128,900",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,737,200",completed,w2w,76
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,783,600",completed,w2w,73.162
SHP-0004,Grogol,Sukoharjo,Banjaran,Bandung,"5,610,600",completed,w2w,540
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,128,700",completed,w2w,764
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,261,100",completed,w2w,812
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,688,700",completed,w2w,549
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,495,700",completed,w2w,694
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"3,252,200",completed,w2w,848.499
SHP-0012,Jebres,Surakarta,Pati,Pati,"2,539,100",completed,w2w,113
SHP-0011,Telukjambe Timur,Karawang,Cengkareng,Jakarta Barat,"2,772,000",completed,w2w,78
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,742,700",completed,w2w,76
SHP-0022,Prigen,Pasuruan,Telukjambe Timur,Karawang,"6,978,200",completed,w2w,764
SHP-0022,Cikande,Serang,Kemang,Bogor,"2,754,900",completed,gt,80
